'box_score_id','game_id','player_id','reb','ast','blk','stl','turnover','oreb','dreb','fg3_pct','fg3a','fg3m','fg_pct','fga','fgm','ft_pct','fta','ftm','min','pf'
14434653,1038374,436,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14434654,1038374,485,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14434655,1038374,377705601,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14434656,1038374,56677869,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14434657,1038374,2309958,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14434658,1038374,3547250,12,8,2,1,2,0,0,0,2,'0.2857143',7,2,'0.3',10,3,0,0,0,17,2
14434659,1038374,416,12,23,5,7,1,1,0,2,3,'0.3333333',3,1,'0.4705882',17,8,'0.6666667',9,6,36,5
14434660,1038374,17896035,12,15,11,1,4,0,1,3,8,0,1,0,'0.5384616',13,7,'0.5',2,1,32,4
14434661,1038374,38017507,12,14,3,5,0,2,1,1,2,'0.6666667',3,2,'0.625',8,5,'0.6666667',3,2,33,2
14434662,1038374,3547245,12,21,4,12,0,2,1,0,4,'0.5555556',9,5,'0.4615385',13,6,'0.8',5,4,34,3
14434663,1038374,3547243,12,15,5,0,2,2,0,2,3,'0.4',5,2,'0.6666667',9,6,'0.5',2,1,25,1
14434664,1038374,305,12,13,1,0,0,0,1,1,0,'0.3333333',9,3,'0.4166667',12,5,0,0,0,23,0
14434665,1038374,304,12,6,1,6,0,1,3,0,1,0,0,0,'0.375',8,3,0,0,0,16,1
14434666,1038374,56677861,12,10,5,0,0,1,1,0,5,'0.5',4,2,'0.5',6,3,1,2,2,21,1
14434667,1038374,38017686,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14434668,1038374,56677778,12,2,2,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,03,1
14434669,1038374,38017701,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14434670,1038374,242,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14434671,1038374,3547264,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14434672,1038374,452,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14434673,1038374,56677832,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14434674,1038374,56677794,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14434675,1038377,3547258,7,8,3,2,0,0,0,1,2,1,2,2,'0.75',4,3,0,0,0,18,2
14434676,1038377,666950,7,3,6,2,1,0,1,1,5,'0.3333333',3,1,'0.1666667',6,1,0,2,0,28,2
14434677,1038377,666577,7,10,10,2,1,0,2,2,8,0,0,0,'0.7142857',7,5,0,0,0,23,4
14434678,1038377,228,7,34,9,7,1,2,1,1,8,'0.4444444',9,4,'0.6818182',22,15,0,0,0,33,1
